sent_id	id1	id2	out1	out2	label
537	826	502	the p27 antigen analysis of serum samples	persistent FeLV p27 antigenaemia	1
97	1122	89	days alive and off assisted breathing	CO diffusion	0
65	108	800	rescue NSAIDs	NSAID use	1
649	1782	884	Trough FEV 1 after 12 weeks of treatment	Serum potassium	0
280	485	845	time to catheter association blood stream infection	Flow issues requiring catheter removal	0
494	770	539	the time until shock reversal	levels of vascular cell adhesion molecule (VCAM)	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days	crossover	0
609	928	391	child body mass index (BMI) z-score	related behavioral variables	0
725	1873	672	change in Treatment Satisfaction (Tables 5 and 6 )	DTSQs scores at/near ceiling	0
500	852	850	a reduction in depression	depressive symptoms post program	1
618	1723	513	response rate, survey response bias, item non-response, and cost	The cost	0
318	1376	1082	The 6MWT	maximum work load	0
504	1573	888	the clinical and virological effects of zidovudine in combination with lamivudine	proviral load	0
742	1898	1087	3 types of acute-care services, defined as hospitalizations, partial hospitalizations, and visits to emergency departments (EDs)	annual total health care costs per patient	0
616	931	928	combined renal parameters	the urinary excretion of Kidney Injury Molecule-1 and Interleukin-18	0
53	1074	836	the proportion of patients with plasma HIV-1 RNA levels <200 copies/mL at week 24	drug-related oral/perioral paresthesia	0
101	1128	942	time from the commencement of study drug to extubation	ICU length of stay	0
105	159	67	the mean change from pre-dose FEV 1 at 12 hours post dose	sustained bronchodilator effect	0
232	389	481	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	LDLP size	0
45	77	797	VC	IPF	0
655	981	177	the proportion of patients relapse-free at Week 26	The proportion of patients who remained relapse-free at Week 26	1
115	1142	232	percentage of labeled concentration in the bottles at the time of testing	the mean age of latanoprost	0
596	913	246	instrumental birth	instrumental birth	1
594	897	564	improvement of GHbA 1c and the SF-36 quality of life score	SF-36 score	0
270	1457	353	the proportion of patients who reported being sexually active at six months compared to randomization	sexual activity	1
390	632	215	Total scores	Physical Function	0
511	792	414	Involuntary termination of a woman's pregnancy (miscarriage) and other fetal loss (eg stillbirth),	a single risk factor	0
65	108	800	PVF	Quality of life VAS	0
374	624	260	the percentage of responders according to American College of Rheumatology 50 criteria	the percentage of responders according to American College of Rheumatology 50 criteria (the primary endpoint, based on a 28-joint count)	1
405	1483	187	the Premature Infant Pain Profile (PIPP ) 48 49	Facial actions	0
404	1483	186	the Premature Infant Pain Profile (PIPP ) 48 49	Time to recovery	0
596	913	246	initiation of breastfeeding	instrumental birth	0
460	1519	661	PASI-75	PGPA	0
230	1291	241	antimalarial drug prescription	Antimalarial prescriptions	1
746	1925	247	glycemic variability, represented as SD (Glu SD ), glucose lability index ([∑(Glu n - Glu n+1 (mmol/L)) 2 *(h n+1 - h n ) -1 )*(number of readings) -1 or mean daily delta (difference between minimum and maximum) glucose	Glucose complexity	0
580	886	72	Major bleeding	TE risk	0
172	1912	967	knowledge of labour analgesia, decisional conflict (uncertainty regarding analgesia decision) and anxiety	informed decision making	0
576	881	374	the overall discomfort reported during WC versus SC pH-metry	tolerated	0
220	383	995	PCR-adjusted 42-day cure rates after starting treatment	well tolerated	0
109	210	854	glycated hemoglobin A1c	SBP	0
238	1965	200	to test the effect of TA on the incidence of IR and VS in patients undergoing elective CPB	VS	0
492	1952	18	Kinetic force platform gait analysis (PVF BW )	the PVF BW	1
234	1291	245	antimalarial drug prescription	the specificity	0
49	1808	336	the mean change in self-reported symptoms of depression as measured on the BDI	The estimated sample size for a full trial	0
433	978	485	response rate based on a 20% improvement in WOMAC pain scores	VAS outcomes	0
410	651	683	the PHQ-9	Follow up rates at 3 and 6 months	0
46	82	1054	change in SBP	SBP	1
318	1376	1082	The 6MWT	St. George’s Respiratory Questionnaire score	0
380	627	313	the ovicidal effect of the treatments, defined as no nymphal lice emerging from eggs between treatments	lice	1
48	82	1056	change in SBP and change in HOMA index, from week 0 (pre-treatment) to week 6	low-density lipoprotein/high-density lipoprotein ratio	0
353	1434	569	HbA 1c	estimated mean scores of the DSC-R questionnaire	0
314	1372	821	myocardial infarction	TVR	0
224	389	473	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	LDLP	0
610	928	392	child body mass index (BMI) z-score	moderate	0
687	1833	1069	IPV (Composite Abuse Scale CAS)	physical wellbeing mean scores (PCS-SF36	0
78	1099	377	body weight	body composition	0
567	1652	172	the proportion of subjects achieving PASI-75, defined as ≥ 75% improvement in PASI score from baseline,	responsiveness to change in underlying clinical status of the patients	0
612	1723	507	response rate	a response rate	1
79	126	834	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation and changes in disc height as measured on CT scans	low back pain	0
659	984	320	improvement in oxygenation (improvement of PaO 2 /FiO 2 (PF) ratio)	dynamic compliance	0
680	1812	680	duration of diarrhea (in hours) from onset and from admission until cessation of diarrhea (passage of soft/formed or no stools for two consecutive 8-hour periods), and the total stool weight in grams during hospitalization	the mean stool weight during hospital stay	0
261	455	436	the generic instrument EuroQol-5D (EQ5D)	function	0
111	210	856	blood pressure	SBP levels	1
580	1661	748	return of final follow-up questionnaire or reminder by the participant	response rates to postal questionnaires	1
176	257	1082	adherence and participation	adherence	0
35	1059	1008	1) the population reached (usefulness), 2) the self-reported benefit or achievement (usefulness), 3) experienced barriers and potential solutions the (usefulness), 4) the extent to which the intervention was performed according to protocol (acceptability), 5) participants’ exposure to and engagement in the training (acceptability), and 6) the opinion about the training (acceptability)	the self-reported benefits	0
630	1760	676	Biopsy proven acute rejection (BPAR) at 24 weeks	Biopsy proven acute rejection (BPAR) at 24 weeks, the primary study endpoint,	1
354	586	14	the American College of Rheumatology 20% improvement criteria (ACR20) response at week 24 19 20	productivity within and outside the home	0
344	941	306	the Gastrointestinal Symptom Rating Scale-IBS version (GSRS-IBS) 42	measures of quality of life	0
182	1250	293	The frequency of acute exacerbation	FEV1	0
390	632	215	WOMAC Pain	Social Functioning domains	0
6	0	1012	the horizontal VAS according to Jensen	probability of being cost-effective	0
314	1372	821	myocardial infarction	definite stent thrombosis	0
517	1584	648	whether or not the ulcer was completely healed within 8 weeks	complete ulcer healing	1
69	396	800	the use of rescue NSAIDs	Quality of life VAS	0
753	1936	55	Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	receptive language	0
416	1489	1064	PCR-corrected adequate clinical and parasitological response (ACPR) on day 28	the packed cell volume	0
180	1243	324	the change relative to baseline in the multiple sclerosis functional composite score (MSFC)	response	0
74	1092	765	malaria incidence during the study period	The mean (standard deviation) haemoglobin concentration at the end of the malaria transmission season	0
169	1912	964	anxiety	decisional conflict scores	0
684	1816	852	disability	disability	1
753	1936	55	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	eye contact	0
369	607	575	log HbA 1c and HRQL	geometric mean HbA 1c	0
105	159	67	the slope of decline in FEV 1 from 2 hours post-dose, the area under the FEV 1 curve (AUC) (0–24 hours) and the mean change from pre-dose FEV 1 at 12 hours post dose	change from pre-dose FEV 1 at 12 hours	0
314	1372	821	target vessel revascularization (TVR)	in-stent restenosis	0
432	978	484	response rate based on a 20% improvement in WOMAC pain scores	The response rates (20% reduction in WOMAC pain)	1
36	53	24	HSV-2 seroconversion during the study period	the unintended pregnancy rate	0
729	1882	216	whether or not a survey recipient responded	response rates	1
608	928	390	child body mass index (BMI) z-score	promoted PA (x 2 = 23.46, p < .001) and healthful eating	0
